Breed,Age,Sex,Symptoms,ICD
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
비숑 프리제,1,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
보스턴 테리어,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
치와와,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
샤페이,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
프렌치 불독,1,M,외이염,귀 또는 유양돌기의 질병
스피츠,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
샤페이,1,F,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
폼피츠,1,M,외이염,귀 또는 유양돌기의 질병
코커스패니얼,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
퍼그,1,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
불 테리어,1,M,외이염,귀 또는 유양돌기의 질병
믹스,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
웰시코기,1,F,외이염,귀 또는 유양돌기의 질병
파피용,1,M,외이염,귀 또는 유양돌기의 질병
웰시코기,1,M,외이염,귀 또는 유양돌기의 질병
웰시코기,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
차우차우,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
시추,1,M,외이염,귀 또는 유양돌기의 질병
믹스,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
시추,1,M,외이염,귀 또는 유양돌기의 질병
시추,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
시추,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
치와와,1,F,외이염,귀 또는 유양돌기의 질병
웰시코기,1,F,외이염,귀 또는 유양돌기의 질병
닥스훈트,1,M,외이염,귀 또는 유양돌기의 질병
포메라니안,1,M,외이염,귀 또는 유양돌기의 질병
프렌치 불독,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
달마티안,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
미니어처 불 테리어,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
웰시코기,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,1,M,외이염,귀 또는 유양돌기의 질병
믹스,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
차우차우,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
푸들,1,M,외이염,귀 또는 유양돌기의 질병
코커스패니얼,1,M,외이염,귀 또는 유양돌기의 질병
말티즈,1,F,외이염,귀 또는 유양돌기의 질병
포메라니안,1,F,외이염,귀 또는 유양돌기의 질병
닥스훈트,1,M,외이염,귀 또는 유양돌기의 질병
푸들,1,F,외이염,귀 또는 유양돌기의 질병
치와와,1,M,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
시추,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
라사 압소,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
페키니즈,2,M,외이염,귀 또는 유양돌기의 질병
미니어처 핀셔,2,M,외이염,귀 또는 유양돌기의 질병
치와와,2,F,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,F,외이염,귀 또는 유양돌기의 질병
프렌치 불독,2,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
닥스훈트,2,M,외이염,귀 또는 유양돌기의 질병
진돗개,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
코커스패니얼,2,M,외이염,귀 또는 유양돌기의 질병
골든 리트리버,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
시추,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
스피츠,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
샤페이,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
믹스,2,M,외이염,귀 또는 유양돌기의 질병
믹스,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
치와와,2,F,외이염,귀 또는 유양돌기의 질병
시추,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
포메라니안,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
골든 리트리버,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,M,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
시추,2,F,외이염,귀 또는 유양돌기의 질병
아메리칸 불독,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
스피츠,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티푸,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
코커스패니얼,2,M,외이염,귀 또는 유양돌기의 질병
웰시코기,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
프렌치 불독,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
시추,2,F,외이염,귀 또는 유양돌기의 질병
시추,2,F,외이염,귀 또는 유양돌기의 질병
닥스훈트,2,M,외이염,귀 또는 유양돌기의 질병
슈나우저,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
치와와,2,M,외이염,귀 또는 유양돌기의 질병
믹스,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
슈나우저,2,F,외이염,귀 또는 유양돌기의 질병
비숑 프리제,2,F,외이염,귀 또는 유양돌기의 질병
코커스패니얼,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
시추,2,F,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
믹스,2,F,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
퍼그,2,F,외이염,귀 또는 유양돌기의 질병
믹스,2,M,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
코커스패니얼,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,2,M,외이염,귀 또는 유양돌기의 질병
스피츠,2,F,외이염,귀 또는 유양돌기의 질병
치와와,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
시추,2,M,외이염,귀 또는 유양돌기의 질병
페키니즈,2,F,외이염,귀 또는 유양돌기의 질병
요크셔 테리어,2,M,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
말티즈,2,F,외이염,귀 또는 유양돌기의 질병
말티즈,2,M,외이염,귀 또는 유양돌기의 질병
골든 리트리버,2,F,외이염,귀 또는 유양돌기의 질병
푸들,2,M,외이염,귀 또는 유양돌기의 질병
스피츠,2,M,외이염,귀 또는 유양돌기의 질병
포메라니안,3,M,외이염,귀 또는 유양돌기의 질병
비글,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
푸들,3,M,외이염,귀 또는 유양돌기의 질병
시추,3,F,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
푸들,3,F,외이염,귀 또는 유양돌기의 질병
닥스훈트,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,F,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
퍼그,3,M,외이염,귀 또는 유양돌기의 질병
믹스,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,F,외이염,귀 또는 유양돌기의 질병
포메라니안,3,F,외이염,귀 또는 유양돌기의 질병
푸들,3,F,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,M,외이염,귀 또는 유양돌기의 질병
푸들,3,M,외이염,귀 또는 유양돌기의 질병
말티즈,3,F,외이염,귀 또는 유양돌기의 질병
말티즈,3,F,외이염,귀 또는 유양돌기의 질병
포메라니안,3,M,외이염,귀 또는 유양돌기의 질병
